sentence,condition,correct,sent_identifier,index,original_index,item_id,avg_dist_use
I had nothing left in me.,mid,0.7066666666666667,torontofantasy.6.292800,mid.01891,torontofantasy.3824088,1891,0.93345904
Brownstones are back to being barren.,mid,0.821917808219178,torontomyst.6.106452,mid.01892,torontomyst.1407401,1892,0.928899
Hence the characters within my poem.,mid,0.7625,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.069552,mid.01893,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01875342,1893,0.95468384
Wonder if he had a concussion.,mid,0.7857142857142857,torontofantasy.6.313680,mid.01894,torontofantasy.4114178,1894,0.9055309
It's really a unique evolutionary experiment.,mid,0.7469879518072289,cocaspok1992.6.007900,mid.01895,cocaspok1992.0109882,1895,0.9479751
But Daniel was not so lucky.,mid,0.7407407407407407,torontoadv.6.019213,mid.01896,torontoadv.343090,1896,0.9447429
Did they reach to her waist?,mid,0.7721518987341772,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.124595,mid.01897,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03370946,1897,0.9262078
I -- you are the Bobbie Thomas.,mid,0.8571428571428571,cocaspok2008.6.003595,mid.01898,cocaspok2008.0044854,1898,0.92973
"Let me go to you, Daniel.",mid,0.7755102040816326,cocaspok2007.6.001585,mid.01899,cocaspok2007.0019953,1899,0.9292105
"Hold on, and wait for Joe.",mid,0.8108108108108109,cornellmov.6.023386,mid.01900,cornellmov.0139053,1900,0.9269622
Serve warm with some salted butter.,mid,0.8904109589041096,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.067855,mid.01901,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01826622,1901,0.95885986
"Max killing Jenny, utterly destroying her.",mid,0.8524590163934426,torontomyst.6.060333,mid.01902,torontomyst.837433,1902,0.9406595
Washout occurs outside of the cloud.,mid,0.7763157894736842,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.143247,mid.01903,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03914140,1903,0.95468545
Cynthas stood where he'd left her.,mid,0.7272727272727273,torontofantasy.6.004677,mid.01904,torontofantasy.64311,1904,0.898411
Students may assemble representative mammal collection.,mid,0.8255813953488372,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.056932,mid.01905,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01525012,1905,0.98158044
"Grant, Franklin Roosevelt and many others.",mid,0.8596491228070176,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.064326,mid.01906,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01750326,1906,0.976993
"Smith, you up for a flyby?",mid,0.8360655737704918,cornellmov.6.018012,mid.01907,cornellmov.0104285,1907,0.9199312
Click here to view their entry.,mid,0.8375,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.101693,mid.01908,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02723217,1908,0.9763521
Are impeachment hearings on the horizon?,mid,0.8867924528301887,cocaspok1998.6.003751,mid.01909,cocaspok1998.0050766,1909,0.9547477
Martin threw open the back door.,mid,0.6730769230769231,torontofantasy.6.108670,mid.01910,torontofantasy.1567673,1910,0.9370515
His manipulation literally left me fuming.,mid,0.8461538461538461,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.011603,mid.01911,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00309241,1911,0.9036393
Abate singled through the left side.,mid,0.7702702702702703,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.047578,mid.01912,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01286255,1912,0.950158
Because this could mark their comeback.,mid,0.6491228070175439,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.103585,mid.01913,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02835583,1913,0.9299709
Okay... okay... I put it down.,mid,0.7183098591549296,cornellmov.6.038625,mid.01914,cornellmov.0236887,1914,0.917361
They date to the same year.,mid,0.6451612903225806,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.105500,mid.01915,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02886561,1915,0.95389193
Don't pull her hair too hard.,mid,0.8648648648648649,torontofantasy.6.262524,mid.01916,torontofantasy.3473211,1916,0.8921784
Photos are up on our page.,mid,0.7972972972972973,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.019002,mid.01917,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00511641,1917,0.9533475
Sarila made these from magical elements.,mid,0.78125,torontofantasy.6.047524,mid.01918,torontofantasy.695230,1918,0.96101844
Forgetting task lights in the kitchen.,mid,0.7037037037037037,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.046749,mid.01919,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01273017,1919,0.96378493
Packing tips for your Virginia move.,mid,0.9298245614035088,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.073171,mid.01920,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01985330,1920,0.9604963
Even the gentry had magical limits.,mid,0.7878787878787878,torontofantasy.6.471417,mid.01921,torontofantasy.6125005,1921,0.938423
"Plus, a different breed of cat.",mid,0.7560975609756098,cocaspok1998.6.007502,mid.01922,cocaspok1998.0101375,1922,0.95039994
Put this in some political perspective.,mid,0.6785714285714286,cocaspok1990.6.004418,mid.01923,cocaspok1990.0069363,1923,0.9545723
The economy is in the tank.,mid,0.8253968253968254,cocaspok2008.6.001238,mid.01924,cocaspok2008.0016042,1924,0.94128597
Plan your castle visiting with care.,mid,0.7741935483870968,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.028616,mid.01925,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00773130,1925,0.96348315
I sigh and head that way.,mid,0.7142857142857143,torontofantasy.6.477675,mid.01926,torontofantasy.6206486,1926,0.9180196
"You left me to die, friend.",mid,0.9104477611940298,cornellmov.6.015324,mid.01927,cornellmov.0087456,1927,0.9169493
Run his hands through her hair?,mid,0.8524590163934426,torontofantasy.6.422727,mid.01928,torontofantasy.5574024,1928,0.92218256
He said something about the mailbox.,mid,0.6833333333333333,torontoadv.6.027388,mid.01929,torontoadv.481901,1929,0.932572
That left ten more to go.,mid,0.7341772151898734,torontofantasy.6.274037,mid.01930,torontofantasy.3591375,1930,0.9274722
"In a makeshift church, they prayed.",mid,0.8771929824561403,cocaspok1995.6.006340,mid.01931,cocaspok1995.079364,1931,0.9508435
The health care summit coming up.,mid,0.75,cocaspok2010.6.001070,mid.01932,cocaspok2010.0014290,1932,0.9604964
I'll make them call me Don.,mid,0.8421052631578947,cornellmov.6.024693,mid.01933,cornellmov.0147711,1933,0.917153
Most demons could manage basic glamour.,mid,0.6785714285714286,torontofantasy.6.435833,mid.01934,torontofantasy.5735188,1934,0.9600365
Then I got up and left.,mid,0.6984126984126984,torontomyst.6.017777,mid.01935,torontomyst.251538,1935,0.93709624
As continental masses of the past.,mid,0.7162162162162162,torontofantasy.6.027142,mid.01936,torontofantasy.397188,1936,0.9726932
"It was better than sex, Mark.",mid,0.9375,cocaspok1993.6.002162,mid.01937,cocaspok1993.0029433,1937,0.91622746
You have no idea what happened...,mid,0.7534246575342466,cornellmov.6.010438,mid.01938,cornellmov.0059458,1938,0.9446721
"But really, Bruce, put it away.",mid,0.7972972972972973,cocaspok2009.6.004405,mid.01939,cocaspok2009.0054035,1939,0.9154007
"Jordan delayed, her heartbeat speeding up.",mid,0.7948717948717948,torontofantasy.6.061796,mid.01940,torontofantasy.907209,1940,0.9526976
My husband left everything to me.,mid,0.7678571428571429,cornellmov.6.015757,mid.01941,cornellmov.0089972,1941,0.91783667
They're airing so much dirty laundry.,mid,0.8625,cocaspok2011.6.003961,mid.01942,cocaspok2011.0050555,1942,0.9156406
Elbows always right into the waist.,mid,0.8055555555555556,cocaspok2009.6.005099,mid.01943,cocaspok2009.0065431,1943,0.9394109
Here is the third day out.,mid,0.6166666666666667,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.012681,mid.01944,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00347144,1944,0.9533917
Smart color control and modular structure.,mid,0.7432432432432432,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.027045,mid.01945,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00734430,1945,1.0115119
My third shift CO briefed me.,mid,0.8354430379746836,torontoadv.6.024626,mid.01946,torontoadv.433154,1946,0.9401569
"So, they disarm our own soldier.",mid,0.8636363636363636,cocaspok2012.6.002894,mid.01947,cocaspok2012.035679,1947,0.93209505
"He feels headache, nausea and vomiting.",mid,0.8533333333333334,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.102214,mid.01948,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02739120,1948,0.9634738
"Captain Miller, I appreciate this opportunity...",mid,0.7945205479452054,cornellmov.6.001488,mid.01949,cornellmov.0008156,1949,0.93025786
Topped with the strong fragrant tea.,mid,0.821917808219178,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.145399,mid.01950,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03930339,1950,0.948005
We thought we were Mary Smith.,mid,0.7777777777777778,cocaspok2010.6.010046,mid.01951,cocaspok2010.0130850,1951,0.9405621
About the mark and my problems.,mid,0.6385542168674698,torontofantasy.6.363404,mid.01952,torontofantasy.4755033,1952,0.96143603
Olaf's eyes never left the screen.,mid,0.8933333333333333,torontomyst.6.170958,mid.01953,torontomyst.2173763,1953,0.935471
The report includes some graphic footage.,mid,0.782051282051282,cocaspok1994.6.007846,mid.01954,cocaspok1994.0107745,1954,0.9747361
You're the head of a university.,mid,0.8051948051948052,cocaspok1990.6.006146,mid.01955,cocaspok1990.0107702,1955,0.9185984
The voice was high and nasty.,mid,0.7777777777777778,torontomyst.6.059198,mid.01956,torontomyst.817326,1956,0.9189328
"""Where are we going?"" said Victor.",mid,0.75,torontofantasy.6.114656,mid.01957,torontofantasy.1637871,1957,0.9334794
And we wrestle to the death.,mid,0.7654320987654321,cocaspok2009.6.003773,mid.01958,cocaspok2009.0046085,1958,0.93143076
And that's where we left it.,mid,0.6779661016949152,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.163182,mid.01959,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04383466,1959,0.9450899
"Sharon, that sure doesn't sound fair.",mid,0.8125,cocaspok2009.6.007062,mid.01960,cocaspok2009.0089756,1960,0.92303795
Laser mark presence and quality check.,mid,0.7321428571428571,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.132867,mid.01961,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03570926,1961,0.98009723
Basic usage of the date class.,mid,0.7101449275362319,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.013683,mid.01962,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00371720,1962,0.9878099
"No, it was our first date.",mid,0.7407407407407407,cornellmov.6.008454,mid.01963,cornellmov.0048362,1963,0.9333304
Doug and Daniel were there too.,mid,0.7592592592592593,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.040315,mid.01964,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01097866,1964,0.9496694
With this band of crack troops.,mid,0.7857142857142857,torontofantasy.6.170245,mid.01965,torontofantasy.2305958,1965,0.9504337
There was a third long honk.,mid,0.8441558441558441,torontofantasy.6.156560,mid.01966,torontofantasy.2130417,1966,0.92097026
Who should I put into stars?,mid,0.7808219178082192,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.154349,mid.01967,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04212106,1967,0.9535733
But those plastic ties are unbreakable.,mid,0.84375,torontomyst.6.049313,mid.01968,torontomyst.691072,1968,0.9522303
That's where you got the idea?,mid,0.7352941176470589,cornellmov.6.001820,mid.01969,cornellmov.0009949,1969,0.9358181
Because Jamie can't make a commitment.,mid,0.8,cocaspok1997.6.008352,mid.01970,cocaspok1997.0097756,1970,0.931408
And weak force during acquisitive accuracy.,mid,0.6271186440677966,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.138435,mid.01971,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03720657,1971,0.9770117
Max exhaled on a hard breath.,mid,0.7796610169491526,torontomyst.6.166781,mid.01972,torontomyst.2134787,1972,0.9176243
He was staring straight at me.,mid,0.7971014492753623,torontoadv.6.001148,mid.01973,torontoadv.20385,1973,0.91051275
"Well, it's the crew, I think.",mid,0.7413793103448276,cocaspok2007.6.010484,mid.01974,cocaspok2007.0131474,1974,0.92406887
His gray hair was cut short.,mid,0.95,torontomyst.6.009442,mid.01975,torontomyst.129448,1975,0.924426
I sigh as I keep climbing.,mid,0.8135593220338984,torontofantasy.6.333972,mid.01976,torontofantasy.4370443,1976,0.914334
His hands tightened on her waist.,mid,0.7945205479452054,torontofantasy.6.441079,mid.01977,torontofantasy.5780477,1977,0.9417442
He's been a bit feisty today.,mid,0.8363636363636363,torontofantasy.6.178154,mid.01978,torontofantasy.2424262,1978,0.8929973
It's unclear how important this is.,mid,0.65,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.044533,mid.01979,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01211581,1979,0.9502849
The wind whipped through her hair.,mid,0.8285714285714286,torontomyst.6.080582,mid.01980,torontomyst.1093925,1980,0.92492783
And look what we have left.,mid,0.6111111111111112,cocaspok2010.6.003552,mid.01981,cocaspok2010.0046002,1981,0.9461086
Randy said the killer's always superhuman.,mid,0.8428571428571429,cornellmov.6.036685,mid.01982,cornellmov.0224597,1982,0.9318421
But what if they serve soup?,mid,0.868421052631579,cornellmov.6.012309,mid.01983,cornellmov.0069943,1983,0.93917984
He just separated from his third.,mid,0.8360655737704918,cornellmov.6.020099,mid.01984,cornellmov.0117521,1984,0.9231179
I'm not familiar with Rick Steve.,mid,0.8461538461538461,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.177038,mid.01985,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04769717,1985,0.9243729
"Okay, because I have no idea.",mid,0.7115384615384616,cocaspok2010.6.000556,mid.01986,cocaspok2010.0006846,1986,0.9267789
Chester Street will definitely be tricky.,mid,0.75,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.086555,mid.01987,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02321762,1987,0.9253988
And it was pins and needles.,mid,0.7272727272727273,cocaspok2002.6.003120,mid.01988,cocaspok2002.0051755,1988,0.9428586
I left your note over there.,mid,0.8450704225352113,cocaspok2003.6.003141,mid.01989,cocaspok2003.0054245,1989,0.92753935
It is a really nice idea.,mid,0.64,cocaspok2006.6.001839,mid.01990,cocaspok2006.0032012,1990,0.94430876
Hair extensions are available to order.,mid,0.864406779661017,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.131894,mid.01991,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03573191,1991,0.9660042
"Move over to the left, Chris.",mid,0.8552631578947368,cocaspok1993.6.004261,mid.01992,cocaspok1993.0053900,1992,0.91523844
Mayor Shanthakumari was unavailable for comment.,mid,0.7962962962962963,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.013171,mid.01993,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00360769,1993,0.9346936
They are made of ABS plastic.,mid,0.912280701754386,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.182265,mid.01994,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04929524,1994,0.9593197
"Relax, Mulvihill, glad to see you.",mid,0.7564102564102564,cornellmov.6.028712,mid.01995,cornellmov.0173290,1995,0.9278565
Also audio has a wavy sound.,mid,0.9152542372881356,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.107993,mid.01996,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02891946,1996,0.9411503
You're talking about growing the economy.,mid,0.7971014492753623,cocaspok2010.6.009751,mid.01997,cocaspok2010.0126894,1997,0.94127905
"Well, unless you're already a hotshot.",mid,0.9125,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.063602,mid.01998,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01730983,1998,0.9205146
But now it is the left.,mid,0.7108433734939759,cocaspok2003.6.002418,mid.01999,cocaspok2003.0043118,1999,0.95947194
Where did you get that sweater?,mid,0.796875,cornellmov.6.012104,mid.02000,cornellmov.0068794,2000,0.9438328
Can anyone give me any tips?,low,0.8205128205128205,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.107500,low.02001,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02883519,2001,0.9430672
Nothing exciting but better than nothing!,low,0.7692307692307693,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.041511,low.02002,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01138997,2002,0.9517147
Not a sound disturbed the night.,low,0.803030303030303,torontoadv.6.047740,low.02003,torontoadv.807327,2003,0.9114108
Or perhaps the distinction is blurred?,low,0.8,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.044887,low.02004,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01200954,2004,0.9640195
Or perhaps someone purposefully implanted it.,low,0.7160493827160493,torontofantasy.6.076876,low.02005,torontofantasy.1138058,2005,0.9421521
Four of those are already sold.,low,0.7611940298507462,cocaspok2004.6.004555,low.02006,cocaspok2004.0071190,2006,0.9443194
