sentence,condition,correct,sent_identifier,index,original_index,item_id,avg_dist_glove
Run his hands through her hair?,mid,0.8524590163934426,torontofantasy.6.422727,mid.01928,torontofantasy.5574024,1928,0.2181282452902541
He said something about the mailbox.,mid,0.6833333333333333,torontoadv.6.027388,mid.01929,torontoadv.481901,1929,0.18061883947645108
That left ten more to go.,mid,0.7341772151898734,torontofantasy.6.274037,mid.01930,torontofantasy.3591375,1930,0.16476402807810053
"In a makeshift church, they prayed.",mid,0.8771929824561403,cocaspok1995.6.006340,mid.01931,cocaspok1995.079364,1931,0.2344085335337906
The health care summit coming up.,mid,0.75,cocaspok2010.6.001070,mid.01932,cocaspok2010.0014290,1932,0.21761412372945416
I'll make them call me Don.,mid,0.8421052631578947,cornellmov.6.024693,mid.01933,cornellmov.0147711,1933,0.23005684227436682
Most demons could manage basic glamour.,mid,0.6785714285714286,torontofantasy.6.435833,mid.01934,torontofantasy.5735188,1934,0.22845455906441559
Then I got up and left.,mid,0.6984126984126984,torontomyst.6.017777,mid.01935,torontomyst.251538,1935,0.17076235179249163
As continental masses of the past.,mid,0.7162162162162162,torontofantasy.6.027142,mid.01936,torontofantasy.397188,1936,0.20968936236204475
"It was better than sex, Mark.",mid,0.9375,cocaspok1993.6.002162,mid.01937,cocaspok1993.0029433,1937,0.17660588143406775
You have no idea what happened...,mid,0.7534246575342466,cornellmov.6.010438,mid.01938,cornellmov.0059458,1938,0.17603367943085246
"But really, Bruce, put it away.",mid,0.7972972972972973,cocaspok2009.6.004405,mid.01939,cocaspok2009.0054035,1939,0.1653020263771342
"Jordan delayed, her heartbeat speeding up.",mid,0.7948717948717948,torontofantasy.6.061796,mid.01940,torontofantasy.907209,1940,0.26891813038765056
My husband left everything to me.,mid,0.7678571428571429,cornellmov.6.015757,mid.01941,cornellmov.0089972,1941,0.18447990104910747
They're airing so much dirty laundry.,mid,0.8625,cocaspok2011.6.003961,mid.01942,cocaspok2011.0050555,1942,0.27553427568487543
Elbows always right into the waist.,mid,0.8055555555555556,cocaspok2009.6.005099,mid.01943,cocaspok2009.0065431,1943,0.22247754429214306
Here is the third day out.,mid,0.6166666666666667,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.012681,mid.01944,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00347144,1944,0.16611106297131195
Smart color control and modular structure.,mid,0.7432432432432432,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.027045,mid.01945,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00734430,1945,0.2946246582585321
My third shift CO briefed me.,mid,0.8354430379746836,torontoadv.6.024626,mid.01946,torontoadv.433154,1946,0.22499784441830395
"So, they disarm our own soldier.",mid,0.8636363636363636,cocaspok2012.6.002894,mid.01947,cocaspok2012.035679,1947,0.20769205353427983
"He feels headache, nausea and vomiting.",mid,0.8533333333333334,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.102214,mid.01948,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02739120,1948,0.36806963285122357
"Captain Miller, I appreciate this opportunity...",mid,0.7945205479452054,cornellmov.6.001488,mid.01949,cornellmov.0008156,1949,0.20794685885768596
Topped with the strong fragrant tea.,mid,0.821917808219178,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.145399,mid.01950,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03930339,1950,0.2757117044304996
We thought we were Mary Smith.,mid,0.7777777777777778,cocaspok2010.6.010046,mid.01951,cocaspok2010.0130850,1951,0.2001885218409437
About the mark and my problems.,mid,0.6385542168674698,torontofantasy.6.363404,mid.01952,torontofantasy.4755033,1952,0.17438248047098612
Olaf's eyes never left the screen.,mid,0.8933333333333333,torontomyst.6.170958,mid.01953,torontomyst.2173763,1953,0.20025013936675506
The report includes some graphic footage.,mid,0.782051282051282,cocaspok1994.6.007846,mid.01954,cocaspok1994.0107745,1954,0.23495894294074912
You're the head of a university.,mid,0.8051948051948052,cocaspok1990.6.006146,mid.01955,cocaspok1990.0107702,1955,0.22139490621469957
The voice was high and nasty.,mid,0.7777777777777778,torontomyst.6.059198,mid.01956,torontomyst.817326,1956,0.1892674416406013
"""Where are we going?"" said Victor.",mid,0.75,torontofantasy.6.114656,mid.01957,torontofantasy.1637871,1957,0.17642293037600484
And we wrestle to the death.,mid,0.7654320987654321,cocaspok2009.6.003773,mid.01958,cocaspok2009.0046085,1958,0.17857734468825576
And that's where we left it.,mid,0.6779661016949152,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.163182,mid.01959,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04383466,1959,0.17733714916613366
"Sharon, that sure doesn't sound fair.",mid,0.8125,cocaspok2009.6.007062,mid.01960,cocaspok2009.0089756,1960,0.22699331982498525
Laser mark presence and quality check.,mid,0.7321428571428571,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.132867,mid.01961,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03570926,1961,0.23803999923513794
Basic usage of the date class.,mid,0.7101449275362319,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.013683,mid.01962,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00371720,1962,0.23780286060425443
"No, it was our first date.",mid,0.7407407407407407,cornellmov.6.008454,mid.01963,cornellmov.0048362,1963,0.17379328957022014
Doug and Daniel were there too.,mid,0.7592592592592593,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.040315,mid.01964,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01097866,1964,0.18277396504296262
With this band of crack troops.,mid,0.7857142857142857,torontofantasy.6.170245,mid.01965,torontofantasy.2305958,1965,0.21222100572388664
There was a third long honk.,mid,0.8441558441558441,torontofantasy.6.156560,mid.01966,torontofantasy.2130417,1966,0.18826240851446674
Who should I put into stars?,mid,0.7808219178082192,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.154349,mid.01967,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04212106,1967,0.16667580160860704
But those plastic ties are unbreakable.,mid,0.84375,torontomyst.6.049313,mid.01968,torontomyst.691072,1968,0.2428762147385927
That's where you got the idea?,mid,0.7352941176470589,cornellmov.6.001820,mid.01969,cornellmov.0009949,1969,0.17211847291014207
Because Jamie can't make a commitment.,mid,0.8,cocaspok1997.6.008352,mid.01970,cocaspok1997.0097756,1970,0.20916133867253198
And weak force during acquisitive accuracy.,mid,0.6271186440677966,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.138435,mid.01971,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03720657,1971,0.27590753834340787
Max exhaled on a hard breath.,mid,0.7796610169491526,torontomyst.6.166781,mid.01972,torontomyst.2134787,1972,0.25833990911439036
He was staring straight at me.,mid,0.7971014492753623,torontoadv.6.001148,mid.01973,torontoadv.20385,1973,0.20419128322100524
"Well, it's the crew, I think.",mid,0.7413793103448276,cocaspok2007.6.010484,mid.01974,cocaspok2007.0131474,1974,0.1943697912681878
His gray hair was cut short.,mid,0.95,torontomyst.6.009442,mid.01975,torontomyst.129448,1975,0.2253339363842232
I sigh as I keep climbing.,mid,0.8135593220338984,torontofantasy.6.333972,mid.01976,torontofantasy.4370443,1976,0.19406496311251326
His hands tightened on her waist.,mid,0.7945205479452054,torontofantasy.6.441079,mid.01977,torontofantasy.5780477,1977,0.2823968537923653
He's been a bit feisty today.,mid,0.8363636363636363,torontofantasy.6.178154,mid.01978,torontofantasy.2424262,1978,0.23072135360379623
It's unclear how important this is.,mid,0.65,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.044533,mid.01979,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01211581,1979,0.23750783266207592
The wind whipped through her hair.,mid,0.8285714285714286,torontomyst.6.080582,mid.01980,torontomyst.1093925,1980,0.23052726077492988
And look what we have left.,mid,0.6111111111111112,cocaspok2010.6.003552,mid.01981,cocaspok2010.0046002,1981,0.15894974876413887
Randy said the killer's always superhuman.,mid,0.8428571428571429,cornellmov.6.036685,mid.01982,cornellmov.0224597,1982,0.21870548302698709
But what if they serve soup?,mid,0.868421052631579,cornellmov.6.012309,mid.01983,cornellmov.0069943,1983,0.18374495327106516
He just separated from his third.,mid,0.8360655737704918,cornellmov.6.020099,mid.01984,cornellmov.0117521,1984,0.18682325585882392
I'm not familiar with Rick Steve.,mid,0.8461538461538461,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.177038,mid.01985,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04769717,1985,0.23799681409469117
"Okay, because I have no idea.",mid,0.7115384615384616,cocaspok2010.6.000556,mid.01986,cocaspok2010.0006846,1986,0.18149105215116212
Chester Street will definitely be tricky.,mid,0.75,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.086555,mid.01987,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02321762,1987,0.21332440378971693
And it was pins and needles.,mid,0.7272727272727273,cocaspok2002.6.003120,mid.01988,cocaspok2002.0051755,1988,0.21418771181598031
I left your note over there.,mid,0.8450704225352113,cocaspok2003.6.003141,mid.01989,cocaspok2003.0054245,1989,0.16104795572710137
It is a really nice idea.,mid,0.64,cocaspok2006.6.001839,mid.01990,cocaspok2006.0032012,1990,0.17945472850018795
Hair extensions are available to order.,mid,0.864406779661017,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.131894,mid.01991,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03573191,1991,0.24437463457398984
"Move over to the left, Chris.",mid,0.8552631578947368,cocaspok1993.6.004261,mid.01992,cocaspok1993.0053900,1992,0.1779381986213389
Mayor Shanthakumari was unavailable for comment.,mid,0.7962962962962963,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.013171,mid.01993,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.00360769,1993,0.24669077359575065
They are made of ABS plastic.,mid,0.912280701754386,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.182265,mid.01994,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04929524,1994,0.21691949405020766
"Relax, Mulvihill, glad to see you.",mid,0.7564102564102564,cornellmov.6.028712,mid.01995,cornellmov.0173290,1995,0.22360877037676924
Also audio has a wavy sound.,mid,0.9152542372881356,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.6.107993,mid.01996,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.02891946,1996,0.23370283416341453
You're talking about growing the economy.,mid,0.7971014492753623,cocaspok2010.6.009751,mid.01997,cocaspok2010.0126894,1997,0.2415447035830583
"Well, unless you're already a hotshot.",mid,0.9125,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.063602,mid.01998,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01730983,1998,0.2336050558961324
But now it is the left.,mid,0.7108433734939759,cocaspok2003.6.002418,mid.01999,cocaspok2003.0043118,1999,0.16252323344642883
Where did you get that sweater?,mid,0.796875,cornellmov.6.012104,mid.02000,cornellmov.0068794,2000,0.17239349186904476
Can anyone give me any tips?,low,0.8205128205128205,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.107500,low.02001,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02883519,2001,0.19848195333214783
Nothing exciting but better than nothing!,low,0.7692307692307693,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.041511,low.02002,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01138997,2002,0.1966680440650816
Not a sound disturbed the night.,low,0.803030303030303,torontoadv.6.047740,low.02003,torontoadv.807327,2003,0.18486170411474576
Or perhaps the distinction is blurred?,low,0.8,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.6.044887,low.02004,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01200954,2004,0.21665091946027856
Or perhaps someone purposefully implanted it.,low,0.7160493827160493,torontofantasy.6.076876,low.02005,torontofantasy.1138058,2005,0.2409552679910418
Four of those are already sold.,low,0.7611940298507462,cocaspok2004.6.004555,low.02006,cocaspok2004.0071190,2006,0.20011344968987926
"And besides, it had been satisfying.",low,0.6595744680851063,torontomyst.6.089536,low.02007,torontomyst.1204279,2007,0.17427398698481728
No surprise perhaps to most people.,low,0.6545454545454545,cocaspok2009.6.008519,low.02008,cocaspok2009.0109651,2008,0.1678785033930112
They send frequent health messages also.,low,0.7073170731707317,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.112034,low.02009,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03056467,2009,0.2279114947284325
Broad or complex understanding of health.,low,0.676923076923077,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.134079,low.02010,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03670792,2010,0.2565405490992726
How much could one person endure?,low,0.7951807228915663,torontomyst.6.063829,low.02011,torontomyst.887322,2011,0.17785462297113258
"Reliable, secure and no paperwork needed!",low,0.7763157894736842,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.162692,low.02012,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04388867,2012,0.2633227600235693
But I had already designed it.,low,0.7241379310344828,torontomyst.6.000589,low.02013,torontomyst.10435,2013,0.16729769483554888
You can still find that kind.,low,0.640625,cocaspok1995.6.006264,low.02014,cocaspok1995.077744,2014,0.16612002777214502
You are too valuable to quit.,low,0.8082191780821918,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.6.107653,low.02015,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.02908180,2015,0.18412398001702254
Perhaps if he'd let them retreat...,low,0.7727272727272727,torontofantasy.6.164155,low.02016,torontofantasy.2229945,2016,0.19111775480798873
"I was still standing, still fighting.",low,0.8055555555555556,torontofantasy.6.106244,low.02017,torontofantasy.1532140,2017,0.19107492878533294
Then you must make all speed.,low,0.6721311475409836,torontofantasy.6.483370,low.02018,torontofantasy.6302254,2018,0.1747445972293912
I can't get hold of him.,low,0.72,cornellmov.6.032957,low.02019,cornellmov.0200356,2019,0.1892628452879108
But they were still out there.,low,0.6181818181818182,torontofantasy.6.170161,low.02020,torontofantasy.2304322,2020,0.17186706440136165
We are also strong community supporters.,low,0.7866666666666666,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.054429,low.02021,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01471259,2021,0.21125547695372165
Patience was never her strong point.,low,0.7352941176470589,torontofantasy.6.429558,low.02022,torontofantasy.5666045,2022,0.18889285065287953
He was still lamenting its loss.,low,0.65625,torontoadv.6.006886,low.02023,torontoadv.117276,2023,0.2045452334115383
"Well, that must feel pretty good.",low,0.684931506849315,cocaspok2002.6.000746,low.02024,cocaspok2002.0013331,2024,0.17130328644363424
You've had plenty of time already!,low,0.7358490566037735,cornellmov.6.015356,low.02025,cornellmov.0087672,2025,0.19612463143194392
He was determined to fulfill it.,low,0.6229508196721312,torontofantasy.6.091278,low.02026,torontofantasy.1344099,2026,0.18200738199695315
There we rebuilt every single one.,low,0.6727272727272727,torontofantasy.6.058039,low.02027,torontofantasy.839967,2027,0.1930689657250203
"Comprehension of short, easy personal letters.",low,0.660377358490566,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.043665,low.02028,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01177478,2028,0.2563463356888038
But they hold up remarkably well.,low,0.7288135593220338,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.097557,low.02029,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02636848,2029,0.17089939475877086
Poppa's going to be here soon.,low,0.8695652173913043,torontomyst.6.090119,low.02030,torontomyst.1212351,2030,0.17566420223256768
Therefore to hold meetings by them.,low,0.569620253164557,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.044436,low.02031,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01201833,2031,0.19948966811267776
Throwing the fan - what's the outcome??,low,0.7169811320754716,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.6.137388,low.02032,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03758919,2032,0.2511426681728862
Let's give the events a recap.,low,0.6785714285714286,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.6.061048,low.02033,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01662155,2033,0.20508589412732078
History is full of contrary evidence.,low,0.7735849056603774,wsj.6.001927,low.02034,wsj.347894,2034,0.22211090673790687
It only took a brief moment.,low,0.6229508196721312,torontofantasy.6.033060,low.02035,torontofantasy.479788,2035,0.17903571539327942
